,col1,ra,dec,type,u,g,r,i,z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,specobjid,redshift,redshiftErr,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_flux_err,h_beta_flux_err,oiii_5007_flux_err,nii_6584_flux_err,sii_6717_flux_err,sii_6731_flux_err,oi_6300_flux_err,logMass,logMass_err,Log_NII_on_Halpha,Log_OIII_on_Hbeta,Log_NII_on_Halpha_err,Log_OIII_on_Hbeta_err,Category
0,0,231.0474283653664,29.205685032518414,3,19.382425,18.034733,17.33409,16.951532,16.721483,0.058515076,0.0071588117,0.005852417,0.006531153,0.01786674,1857769534157514752,0.1131205,1.5870904e-05,157.1422,51.90448,41.151432,58.459305,39.16754,25.845774,6.6770453,3.9091172,3.4517655,3.918119,3.1832082,2.979821,2.5645254,2.2080984,10.778925165226823,0.0371789090240045,-0.4294391811061281,-0.10081989194107677,0.05986499413930621,0.11613749273266755,SF
1,1,229.8597414130735,29.86377628368024,3,19.422487,18.254957,17.601965,17.198927,16.918207,0.043104615,0.008059531,0.0065957117,0.0069526234,0.01805759,1857817362913323008,0.11688341,1.7592842e-05,166.45204,39.162464,15.863609,66.985725,28.30199,18.632284,2.120775,3.7259028,2.6075149,2.577735,2.947657,2.2150583,2.3163056,1.9406677,10.775152113849536,0.0233599812433148,-0.3953068599545416,-0.39246801165634027,0.04937032370147959,0.17560561819851433,SF
2,2,232.2133403499588,29.05734433531443,3,17.997217,16.286243,15.456526,15.039251,14.720391,0.023839504,0.0036218392,0.003000835,0.0031133594,0.006252548,1858872348816467968,0.06946315,1.3110902e-05,92.33713,23.303383,16.697584,45.871876,13.7371025,3.4666235,5.7160378,4.6219616,3.4012637,3.6509342,4.3211546,4.587541,3.6846292,3.3585205,11.043897207686529,0.0368851748330049,-0.3038298701632099,-0.14476533609168282,0.10667366075774466,0.26288992139973505,Comp.
3,3,231.6707271348136,29.09801368504558,3,20.501167,18.550814,17.664074,17.271608,16.950691,0.09149404,0.0090768775,0.0066385935,0.0069541535,0.015833264,1858899286851348480,0.083313435,2.4211595e-05,22.25338,6.5070887,9.979885,19.864395,14.611607,6.3671684,1.2318425,1.7047523,1.5974768,1.9275396,1.740892,5.2602463,1.6903211,1.539573,10.215333165485696,0.0770770491352055,-0.049320641528221736,0.18573881009584853,0.11640063898807958,0.31236716435636536,Liner
4,4,231.9713891169381,29.875638833990184,3,19.86829,18.084444,17.304787,16.932262,16.6457,0.07106151,0.008133741,0.0064953263,0.006684493,0.020096121,1859013361182730240,0.087284,2.4801227e-05,24.112293,7.559874,10.876741,14.932911,9.474834,8.887241,2.4805522,1.6293151,1.5030386,2.0559795,1.684375,2.2444994,3.2091272,1.4470074,10.275368366552051,0.0574878656598116,-0.20809403560851902,0.15798422991461522,0.1314874303584503,0.27433400804236413,Comp.
5,7,229.14694209889217,28.634949689892263,3,18.40385,16.65346,15.774157,15.399903,14.897164,0.046992697,0.008286693,0.004468805,0.008066764,0.010010645,2077302714957588480,0.057059605,2.8093837e-05,38.441708,7.9663086,8.501637,17.00972,8.502166,7.231544,3.8092566,2.1243155,1.8348552,1.9661617,1.9460343,1.7376016,1.726187,1.6401783,11.018986720134745,0.0137236729414916,-0.35410551085008896,0.028245431508325574,0.12705412218616657,0.32639799171977724,Comp.
6,8,230.4428171715413,27.35984909615557,3,19.860071,18.290281,17.464886,17.047518,16.707533,0.05823455,0.008713993,0.006514251,0.0066253147,0.015650846,2078446482414921728,0.1191229,2.5883885e-05,67.844604,13.241584,12.58626,45.1309,17.680872,13.755029,3.841661,5.677833,2.745517,2.9315443,3.3665104,2.543386,2.625213,2.3080025,10.77879025422216,0.077031847855284,-0.17704131758628489,-0.02204324096613949,0.1121076799359946,0.3118333959171011,Comp.
7,10,229.0668067326714,28.45005619755982,3,19.398901,17.992533,17.07666,16.765457,16.667809,0.060658548,0.00937934,0.00643187,0.007181218,0.02298631,2078506680676542464,0.11481512,1.5899646e-05,118.480995,35.727837,37.39667,37.245834,31.633322,20.930412,7.5887694,3.208575,2.0998046,2.7204454,2.9268582,2.0525491,1.8131378,1.5313729,10.474343162818403,0.0097056277420633,-0.5025709893815338,0.01982620764933585,0.08311758463023508,0.09352061661714385,SF
8,13,231.89070336045995,29.5708789045714,3,19.40005,17.851448,17.04399,16.582102,16.234308,0.04445794,0.006707693,0.00514432,0.0051625837,0.013266394,1857735999052867584,0.08549557,1.5351261e-05,122.59148,28.959003,11.975731,44.213707,16.099306,14.741081,3.6396925,3.506821,3.0866446,3.0126708,2.8884163,2.8714607,2.7706113,2.3810506,10.871218615334469,0.0230504257484509,-0.4429033592587599,-0.38348157361947605,0.07131693427181264,0.2732133000991887,SF
9,17,232.2980767459926,29.0320609382536,3,17.713142,16.097881,15.242998,14.825355,14.495259,0.022630626,0.0035063683,0.002859382,0.002968695,0.0059562502,1858873173450188800,0.08303917,1.4925272e-05,100.194756,16.961195,16.728872,74.87348,21.96256,11.288369,5.7331214,4.966555,3.5665495,3.912061,4.752071,4.836839,4.2085104,3.7133293,11.45064133921895,0.0581396236392654,-0.12651697307931567,-0.005989788995486793,0.0805312086063522,0.3144879106685193,Comp.
10,19,231.5055905442906,29.87461270555732,3,20.537535,18.8927,17.876122,17.384054,16.973703,0.08422053,0.01032236,0.007255981,0.0074299783,0.018549947,1858891315392047104,0.1106347,2.0176036e-05,77.916084,16.973589,24.37746,50.329277,17.193832,11.195416,4.961176,4.088619,2.3240066,2.6579604,3.6385508,2.3308089,2.4534822,1.8429229,10.860120511456149,0.0191681366235599,-0.18980642549641008,0.15721477057180358,0.08933164780778773,0.17502890743504593,Comp.
11,21,231.5043655678959,29.16673811632633,3,19.406536,17.9447,17.60906,17.358,17.304178,0.08705514,0.009518718,0.025293218,0.0127361035,0.042825986,1858920177572276224,0.0851762,8.728854e-06,71.565254,21.350138,20.869204,11.328755,14.212912,10.934129,4.8254642,1.7084402,1.5778176,1.5529723,1.0266969,1.3346335,1.538827,1.2180074,9.799740728185824,0.0461651392145572,-0.8005200323399815,-0.00989480212203147,0.09371895020489927,0.10487625041634373,SF
12,23,230.20252623950256,29.961191296033324,3,19.19916,18.213785,17.869705,17.563255,17.52977,0.035694957,0.007605854,0.008041986,0.009675672,0.03272808,1858946016095528960,0.0907705,6.6437083e-06,417.3807,127.592285,138.09169,90.512146,77.61133,38.191822,10.968314,4.6846657,3.025069,3.4894302,2.049322,2.4257252,8.841717,1.6993475,9.934327595966652,0.0421560458697807,-0.6638255011549766,0.03434312953640939,0.02527074389871368,0.03465010427458618,SF
13,25,232.77495237757967,28.42379106035528,3,19.686802,18.238216,17.474741,17.010979,16.733765,0.04658931,0.008034816,0.006265113,0.0065237484,0.016202115,1860065595706337280,0.1479649,7.899717e-06,399.51105,62.154316,13.454139,148.42485,58.415714,36.65563,12.202847,5.224701,4.510694,3.1402063,3.5341022,4.0853233,3.02542,2.5197968,11.102593212826514,0.0360539719896222,-0.4300221771895361,-0.6646153812266143,0.027165741626046437,0.24442316464540353,SF
14,27,228.66892104132145,28.06302888182414,3,19.582705,18.343475,17.758415,17.412893,17.168053,0.054655213,0.011290926,0.010009061,0.009295739,0.023290219,2077308762271541248,0.11588561,1.0470803e-05,137.29855,35.865364,9.944875,44.766083,23.700806,14.694904,3.2450347,3.2500975,2.4950082,2.2487662,2.6984367,2.1233265,1.880585,1.6608433,10.362342342328104,0.0721566626636493,-0.4867168551168598,-0.5570759141555797,0.06476002823623539,0.2365820973684141,SF
15,28,228.4148348447948,28.24444212183558,3,17.972511,16.747784,16.27452,15.934982,15.767414,0.0212408,0.0041421494,0.0039281743,0.0040955455,0.009263146,2077322781044795392,0.045699038,6.1773194e-06,1424.6404,305.2591,240.41959,385.27884,247.42354,182.06136,38.20249,10.61654,4.1641374,3.9068758,3.968398,3.4948287,3.1159382,2.0758772,9.946714145984751,0.0964687233499634,-0.5679300982535165,-0.10369876725819827,0.012713179934830229,0.02121687792889545,SF
16,30,229.73071494154271,28.305800175565324,3,19.115362,17.320177,16.418716,15.968934,15.6433735,0.035075046,0.0050800554,0.0039151595,0.0038458887,0.007976473,2078463249967245312,0.07369403,1.2978261e-05,412.29102,72.18352,125.774254,138.75296,25.579693,17.007183,12.615946,8.05647,6.0075693,4.355449,4.851176,3.4232924,3.4322295,3.115012,10.932381024348098,0.075314440627259,-0.47296161900803985,0.24115369365756567,0.04005283624453419,0.09014319769933514,Comp.
17,31,228.7197810171425,28.274721360965984,3,19.63195,18.043592,17.175257,16.769512,16.451479,0.06138215,0.008449462,0.006276446,0.006525527,0.015493501,2078494860926543872,0.11237208,2.8652916e-05,37.131943,14.243445,12.309019,23.070728,12.872132,3.4515707,4.459391,2.9247904,2.5829284,2.612413,2.3958716,2.3476915,2.0941865,1.9047265,10.886342872136227,0.0804938476404739,-0.20668637615137997,-0.0633916008634644,0.13034159085183128,0.2791571979665939,Comp.
18,32,231.735934716686,29.648542980124112,3,20.498344,18.486755,17.633398,17.140976,16.71653,0.119189195,0.011835435,0.008411174,0.0084239645,0.02113125,1857740397099378688,0.08485315,2.0415357e-05,60.375816,16.067055,7.8654065,23.678944,11.82901,8.889261,4.2187595,2.2170758,2.1366255,2.211918,2.000609,2.6716435,2.1822734,2.084688,10.691305212524652,0.0295262472897169,-0.40650068300643327,-0.310215107593893,0.09212400606955054,0.3110778689155891,SF
19,33,231.61820695570185,29.66744238055556,3,19.791489,18.456032,17.798203,17.364643,17.092138,0.055090707,0.009474838,0.007845687,0.0079812715,0.02304688,1857751117337749504,0.083516344,1.079152e-05,150.29794,31.467793,15.626018,50.770752,29.827837,18.569141,4.8345923,2.923443,2.3164256,2.308025,2.1873775,4.8103113,2.2561626,1.9026982,10.488528639786,0.038177583196519,-0.4713394320580363,-0.30401796440185136,0.04727072749816632,0.165031140973609,SF
20,35,230.8583890444367,29.50140604552336,3,20.2735,19.345966,19.02805,18.624554,18.679998,0.052519336,0.011452431,0.0119913,0.012619956,0.040971216,1857792623901698048,0.082973585,7.0507344e-06,398.00906,120.205826,314.64874,37.775726,51.22099,38.36622,11.564679,4.469932,2.984148,4.7119846,1.4960262,2.680668,2.0609956,1.3463393,9.44417559516889,0.0433755905466692,-1.022680138499527,0.4179004798992426,0.04116448186085787,0.0289923868270796,SF
21,42,232.1239822063669,28.99062320576861,3,18.951492,18.223505,18.053156,17.787672,17.750107,0.032920748,0.008420634,0.0094411755,0.01150077,0.03586029,1860059273514477568,0.0827005,6.824702e-06,272.64038,93.54748,205.88545,28.362806,46.958096,29.61698,7.499028,3.401345,2.6743927,3.8943615,1.3930057,2.250052,1.959218,1.2548084,9.517361309826669,0.0243130922391485,-0.9828409839721082,0.34259356306735456,0.05067353423411065,0.03427963007347762,SF
22,44,232.46093866220525,29.41799622909909,3,19.810818,17.637228,16.778042,16.279112,15.942431,0.075695544,0.006340023,0.0050288737,0.0050211423,0.01266323,1860106277636564992,0.089406624,1.2884465e-05,204.34126,31.782465,20.699533,107.53829,40.482872,30.607586,15.059497,4.374422,3.228441,3.4242835,3.7704647,5.1416364,3.5918472,3.6628554,11.069081028391333,0.0251049499987185,-0.27879294063704224,-0.1862270299069143,0.0410803376574845,0.19412572917453547,Comp.
23,45,228.4771798850494,28.696100209033688,3,19.051178,17.68715,16.906662,16.50927,16.229403,0.032941166,0.0060169837,0.004841186,0.004869675,0.011782529,2077330752504096768,0.113185816,9.787094e-06,224.26534,54.854843,14.303235,83.63995,32.735226,22.236282,4.645909,3.825669,2.6535404,3.1164696,3.0961823,2.750237,2.6161256,2.1438096,10.955741263205848,0.0279952188299707,-0.4283483944360049,-0.5837807023101933,0.04075940899191682,0.22319091594545643,SF
24,46,228.86640393077136,29.839314618537607,3,19.130934,17.912004,17.289719,16.858412,16.626144,0.035921376,0.007540053,0.0058263824,0.006212709,0.014295094,2077440978544781312,0.11117546,7.5429302e-06,279.84235,63.6149,28.205486,117.746826,40.69776,31.740545,7.153711,3.57713,2.1605427,2.1196883,4.0397243,2.0692508,2.2333276,1.5881536,10.85563086350898,0.0277114370353841,-0.3759642301192745,-0.3532252615032154,0.036612482435112836,0.08246964473162258,SF
25,49,230.7147385351805,28.021812022431536,3,19.18112,17.664661,16.945559,16.568724,16.34518,0.031283434,0.0052428013,0.0044345134,0.0044794483,0.010530576,2078431089252132864,0.07254602,1.1843268e-05,230.70944,52.872414,10.550504,93.76215,38.355797,24.579535,11.20856,4.4592524,3.254913,2.944583,3.5822093,3.0333328,2.9086616,2.5612922,10.336854729257176,0.0573029674640127,-0.391037807710702,-0.69995593299896,0.042816257463566536,0.28580295863163374,SF
26,53,230.4536474381515,28.99336500324757,3,19.222118,18.179045,17.689074,17.396269,17.246063,0.06294022,0.011845807,0.011334236,0.01384948,0.04216416,2078559457234675712,0.073665105,1.0609583e-05,70.07954,16.830402,10.978291,18.6195,18.028858,12.656359,1.9791931,1.7229605,1.3813567,1.4300374,1.126937,1.2259222,1.138092,0.9429253,10.018530891068371,0.062591051822881,-0.5756232280276927,-0.18555975099401245,0.06532750487262706,0.15396139504155518,SF
27,54,230.94498616639987,28.7318575528762,3,18.207891,16.840229,16.156422,15.783365,15.493927,0.04249269,0.0071671507,0.0062011858,0.00622998,0.012776902,2078561931135838208,0.07098009,1.3518261e-05,108.82642,25.827707,12.267012,41.408825,22.883999,15.154391,7.1870203,2.6342857,2.0624886,2.0689123,2.106484,1.9413508,1.8369167,1.7651309,10.82196370647796,0.062278010426676,-0.41964143535860265,-0.3233470608331812,0.05633599320431624,0.18660645416335783,SF
28,55,230.6880844073911,28.9432563474046,3,19.716911,17.686863,16.649374,16.122183,15.728246,0.058562946,0.0061891405,0.0043399287,0.004305129,0.0075939046,2078566329182349312,0.07439801,1.6697773e-05,60.97172,14.001642,77.23043,60.52154,21.692545,19.401237,2.2638006,3.3258793,2.7104416,3.3487637,3.084322,2.770274,2.935707,2.3967803,11.001327267990265,0.0123052542826927,-0.003218476229095377,0.7416094836598142,0.07465010427275574,0.1983770857149422,Seyfert
29,57,232.61382804115283,27.888616802840662,3,19.046293,16.984583,15.970746,15.4951725,15.141966,0.03561184,0.004542904,0.0033385316,0.0033746508,0.0060308212,2079547093604657152,0.07630557,1.761802e-05,63.28002,16.806705,33.18364,74.64033,28.645378,24.009539,14.04799,5.7281985,4.1727514,4.7088804,5.588544,4.9941344,6.031919,4.5065784,11.11694100295438,0.0500143726353257,0.07170694309564546,0.29544144601925226,0.11747380247263349,0.2859704515635885,Liner
30,58,231.4374682433892,26.820172786733128,3,19.063158,18.066786,17.740456,17.481974,17.36375,0.025476208,0.0066536195,0.0066229883,0.00763643,0.019934993,2079550941895354368,0.048689976,5.5710684e-06,515.3225,144.31358,164.60626,99.30323,100.468185,68.8458,20.623547,6.028303,3.6843038,3.9788322,2.6418376,2.7428744,2.4701152,1.9845876,9.285670407338277,0.0359163308012048,-0.7151157301678677,0.05713914706819061,0.029062090121774364,0.0351575003749237,SF
31,60,230.00709666905192,27.815351599716347,3,18.907724,17.427387,16.668978,16.264042,15.997743,0.03800859,0.0062031336,0.0050093005,0.005085813,0.0112584885,2079607291866277888,0.073162556,1.2058929e-05,157.28656,33.983746,92.889336,89.999435,20.077675,18.44697,7.403711,3.40204,2.3447945,3.2744334,2.7756188,2.1633375,2.1448095,1.9261564,10.611847276911671,0.0426080929634014,-0.24245183109575372,0.4366946093360061,0.037669198866208786,0.07748087179291971,Seyfert
32,61,229.9191092545202,28.49873585190043,3,19.336908,17.517702,16.6246,16.169022,15.836153,0.04010767,0.0054659476,0.0042350767,0.0041810456,0.008525732,2079633680145344512,0.074626,1.5130847e-05,154.60832,34.712242,18.296276,74.24986,18.32243,15.634869,4.1778703,4.7390413,3.36195,3.266749,3.9117947,3.274546,3.4419916,2.8798923,10.711184141221796,0.0776127071300643,-0.3185372219588831,-0.27811996186436755,0.06095215524732256,0.2031241371870923,Comp.
33,63,230.6733183914604,29.022526054850545,3,18.604446,17.711565,17.387192,17.118822,17.034483,0.03580075,0.007823466,0.00788456,0.010122899,0.029181825,2079661442813945856,0.073366456,6.3770467e-06,255.61334,78.18151,66.948494,57.88646,54.530994,37.932926,7.4602437,3.5085616,2.4579282,2.4844804,1.7745496,1.8563081,1.742153,1.2936472,9.879669962707265,0.03668865491082,-0.6450065236764981,-0.06736324210884491,0.03358833176492483,0.048637132466604185,SF
34,64,232.2614605371782,28.38066356168092,3,19.803972,18.371092,17.681482,17.34635,17.146759,0.07302842,0.015866952,0.01172574,0.011092198,0.053049874,2080776897427433472,0.089003675,2.0693225e-05,40.598717,10.562354,5.95209,15.147002,12.850125,2.7663455,1.5081482,1.8248929,1.605566,1.7616677,1.6156005,4.2704,2.1230826,2.0630202,10.068221852831154,0.1353562276654281,-0.42818562646773195,-0.24909122944618353,0.11574590526020442,0.332727405521584,SF
35,68,231.60989173246617,29.14496888229748,3,19.224937,18.14705,17.666218,17.35409,17.172567,0.09920934,0.008394807,0.0077979197,0.008874187,0.025158511,1858898187339720704,0.12898143,9.200239e-06,163.60146,43.386395,25.871927,58.255444,29.213736,21.056671,4.648135,3.0480516,2.1537554,2.110949,2.1841993,1.8189161,3.3164594,1.3673606,10.48970599755454,0.0464121576224807,-0.44845065842291515,-0.22452478869259174,0.041867332513600024,0.09550681554932076,SF
36,69,231.3808997092907,29.636378267661296,3,19.583887,18.210655,17.567673,17.21739,16.949017,0.078829974,0.010406704,0.0085237445,0.009511711,0.03652336,1858899836607162368,0.05556425,1.5037876e-05,48.739414,16.949713,4.2444887,21.977482,10.562932,8.636314,1.9253536,1.8785554,1.4500984,1.3383315,2.689807,1.1992712,1.1277165,1.0726354,9.804930993921609,0.0819593235823633,-0.34590237027316717,-0.6013369672283264,0.12831474183793468,0.3267108363487035,SF
37,72,230.40782651560016,29.675989883524228,3,19.95832,18.20497,17.270178,16.806536,16.4635,0.08531053,0.009246938,0.0065072095,0.0068585924,0.01577828,1858943817072273408,0.112944394,1.5594514e-05,150.07175,19.21044,12.25294,67.26645,17.302677,7.9331155,5.9893064,3.9217033,2.3376749,2.6852384,3.2210457,3.0017529,2.34622,2.1467092,10.970922219653009,0.0415696093454676,-0.34850043860308877,-0.19529700527818517,0.05455137722644412,0.250668831324876,Comp.
38,73,232.4283037073543,29.068458269854595,3,17.951508,16.677544,16.080906,15.691813,15.523947,0.026794052,0.0046969326,0.004296357,0.0047406256,0.01405624,1860037833037735936,0.06339671,1.3115204e-05,422.37943,78.29057,20.3501,173.75847,45.342796,43.03531,10.868673,5.2770066,3.0154839,2.536424,3.4208965,2.4761448,2.4252446,2.0478165,10.7758395607716,0.0199133041846456,-0.3857567759532588,-0.5851429073065237,0.023317199123837087,0.1304549836981112,SF
39,76,228.7814300744634,29.59479500315324,3,18.89165,17.894405,17.552765,17.290297,17.168888,0.024051797,0.006046246,0.0059444327,0.006913266,0.018547071,2077420362701760512,0.08769049,6.72618e-06,393.62723,115.910416,79.39181,95.74507,89.53105,64.51832,15.893846,4.116746,2.4388225,2.3427975,1.9138906,2.3082979,2.2248547,1.4148499,9.89787547539818,0.0417557841113473,-0.6139687130402299,-0.16434676126358225,0.022560093364847104,0.03624231508036416,SF
40,80,229.20472761585185,28.6329839030543,3,19.553833,18.074417,17.316963,16.92556,16.627247,0.04744642,0.0076324437,0.006208219,0.006209986,0.015005111,2078509979211425792,0.07262045,1.1976384e-05,207.92555,49.670364,12.392632,86.89918,35.56358,27.444283,6.9653363,3.4384525,2.3698106,2.147522,2.529324,2.1289482,2.08004,1.699164,10.392559287353864,0.063285086641976,-0.37889218057433655,-0.6029337891677057,0.03347617173266505,0.17973819469355248,SF
41,81,230.0601799882508,28.769875283845817,3,18.583017,17.295439,16.684332,16.329792,16.086954,0.02218113,0.004699724,0.004253914,0.004310651,0.00922354,2078530320176539648,0.082759865,1.5080418e-05,283.56927,63.61421,324.3686,295.64035,70.14169,61.115616,38.757347,5.8790655,4.460156,6.6851974,5.6348343,4.9913554,4.8532243,4.048731,10.63261802345557,0.0351449228927824,0.018104542572075475,0.707484668153566,0.028162137744661385,0.07307899908195692,Seyfert
42,92,230.68755128063327,28.332600470950336,3,19.063938,17.948698,17.46038,17.124968,16.96674,0.044617712,0.008127166,0.0078040212,0.009621405,0.028680798,2079669139395340288,0.0793673,9.913165e-06,144.27852,40.44128,9.19857,48.218555,28.049309,23.389933,6.1279063,2.6148431,1.9347881,1.7403605,1.7315038,1.9449759,1.6301708,1.2273816,10.21572621615898,0.0491332553630366,-0.4759874872812371,-0.6431045752861193,0.040223819997807816,0.19515409418595836,SF
43,94,231.6020633965801,29.91650412372348,3,19.765812,18.035437,17.178047,16.771849,16.465172,0.053288065,0.0069482964,0.0054245484,0.0057415143,0.014395977,1857754690750539776,0.08247949,2.785485e-05,33.495335,11.831127,14.616437,25.228998,21.040459,12.220305,2.0772977,2.9150274,2.8835838,3.3220246,2.905875,3.542838,3.5590541,2.4395401,10.368763150229668,0.0803661266228697,-0.12308432336612686,0.09181540273502403,0.14436160213010993,0.333256424732269,Comp.
44,98,231.6598172565665,28.86632553480504,3,19.108225,17.80843,17.162312,16.768255,16.522665,0.05375644,0.014487259,0.013883633,0.009622185,0.028358787,1858895163682744320,0.07743099,1.0883548e-05,104.70053,23.480488,13.867562,33.163094,22.981483,16.522963,6.2618446,2.2138338,1.881168,1.6863695,1.6392435,1.8105958,1.7569909,1.2920071,10.516763700361444,0.0633765188533469,-0.4992938381918826,-0.22870700247711329,0.053762324904262596,0.14562440112863853,SF
45,100,231.88957187253897,28.852362314262592,3,17.79995,16.150343,15.434007,15.070984,14.780584,0.0174209,0.0033282219,0.0028701834,0.003011099,0.006018584,1860073017409824768,0.031983677,1.157637e-05,119.26221,39.833458,46.385376,88.902306,47.758045,34.975563,11.243293,4.452097,3.3672528,4.041416,4.460273,4.0809593,4.220261,3.8608754,10.10612642083192,0.017524531470231,-0.12758982671994154,0.0661330715632648,0.0625350464619758,0.12139596095153964,Comp.
46,102,232.40005921104,29.14439514360545,3,18.109983,16.76984,16.120663,15.711399,15.45664,0.02364992,0.0045565343,0.004038979,0.003877174,0.009779947,1860107652026099712,0.06782629,1.0539777e-05,207.05672,47.060085,17.796188,88.014885,17.906496,17.454603,10.318146,3.9660747,2.9236624,2.8281546,3.1140409,2.5298548,2.6557329,2.2540014,10.84185763958046,0.0508822055154433,-0.37153320417766234,-0.42232572225083276,0.04023307382943843,0.17063102787503304,SF
47,103,229.6334937220318,29.09915514934953,3,19.317741,17.744547,16.780315,16.244743,15.875877,0.07223168,0.008233215,0.005903268,0.0057132663,0.0150721185,2077294193742473216,0.12261543,1.8418199e-05,110.63445,18.399855,16.192572,58.554485,19.259912,15.960942,3.164659,5.9090414,2.5694573,2.6111243,2.8469572,2.3441818,2.3359203,2.0553765,11.299268769536964,0.0117048769198947,-0.2763302155646283,-0.055498563753351375,0.07222637573780859,0.21331635841358007,Comp.
48,108,231.14732681047508,27.6338549834228,3,17.4408,16.344751,15.868123,15.528551,15.326996,0.01395438,0.0034672166,0.0032983958,0.003400973,0.008467608,2078414321699809280,0.06847127,8.977171e-06,691.10535,147.64835,34.13686,262.03796,97.72219,66.44728,18.678463,7.5369577,3.921075,3.2129092,4.4166107,3.4132087,3.1226633,2.5163012,10.751649819940647,0.0162889812523442,-0.4211800452186446,-0.6360050269562226,0.020075341623622633,0.09779342290455485,SF
49,109,230.87785844967203,28.2243806218097,3,19.300323,18.123535,17.482512,17.106873,16.884272,0.038479306,0.006945178,0.0061223884,0.0061603114,0.01829845,2078432463641667584,0.072281785,6.972772e-06,317.55716,70.5707,21.208612,106.629265,62.4074,42.15331,8.769695,4.2178044,2.706951,2.3540614,2.7700317,2.4221299,2.2015412,2.0089917,10.340759197048737,0.0447209504163177,-0.4739454936686858,-0.5221121782839309,0.02917665121390465,0.11743656488696565,SF
50,112,230.44883022173173,28.214198541846123,3,18.904236,17.75658,17.081535,16.67816,16.44768,0.030669412,0.006071231,0.0050579123,0.005129213,0.013306537,2078455278507943936,0.17155364,7.974567e-06,388.21533,77.80341,18.31032,175.23058,50.192,38.038418,9.191144,5.2423778,3.1861372,3.008474,4.5942254,3.4899056,3.2984028,2.488918,11.223527979917234,0.0515074476978251,-0.34546278253896784,-0.6283026975365787,0.029491436510550945,0.16933124805244007,SF
51,114,229.66907699657065,29.06692215446197,3,18.934263,17.538832,16.964596,16.620825,16.43533,0.039066005,0.0058247996,0.0055878307,0.005719018,0.017742757,2078503382141659136,0.06346933,9.865831e-06,227.69849,58.3812,17.936834,96.32668,39.39191,28.539927,4.3709397,3.4241352,2.2705498,2.057781,2.303652,1.8900154,1.7917026,1.4719491,10.009679230060527,0.0691981731663744,-0.37361355843798205,-0.512527228582935,0.028250116740415988,0.12113675128467888,SF
52,116,230.76565674028308,28.962757742604083,3,18.666609,17.684286,17.41167,17.16637,17.095049,0.032508418,0.006934011,0.007322528,0.011317955,0.028197782,2078570452350953472,0.07240964,6.4571063e-06,213.13078,67.26217,86.59643,34.878513,46.167213,28.287672,8.341249,3.0034199,2.1561856,2.519551,1.470904,1.6543145,1.4794884,1.1914902,9.659366614257156,0.0355147476008928,-0.7860882132697966,0.10972911394966807,0.044464337418298874,0.04329148861314378,SF
53,118,231.8188131682789,27.635433445368413,3,18.594273,17.402773,16.86536,16.533657,16.350224,0.045318272,0.008169442,0.008015806,0.013142086,0.020987617,2079555614819772416,0.07384248,9.346901e-06,218.68976,46.408546,13.073157,67.75996,34.86484,24.196508,2.401818,3.9181945,2.7920358,2.5340207,2.5383725,2.2061062,2.1371272,1.7037739,10.149423835076664,0.0992165384969121,-0.5088553070181526,-0.5502174851949829,0.04152532177700784,0.2029557846669229,SF
54,119,231.62770356998493,27.949868673277425,3,19.685629,18.031319,17.018929,16.540974,16.197792,0.06446336,0.008053039,0.005623126,0.00532559,0.013686731,2079558088720934912,0.15096723,2.2301598e-05,61.285526,15.50981,15.756511,47.08685,16.48141,9.852912,6.5933194,3.2430277,2.535979,3.0564086,3.2404895,2.9800398,3.1705291,2.6098015,11.300452098726272,0.0669949957787091,-0.1144582797717457,0.006853579382539163,0.08681180186043762,0.253696978820526,Comp.
55,120,230.65323543288,27.416654487149795,3,18.098782,16.958838,16.509735,16.168896,15.981861,0.02994007,0.0057936385,0.0060667926,0.0062719057,0.015491058,2079571282860468224,0.071110636,9.781303e-06,241.6855,62.033237,12.517633,79.086006,43.30081,28.806192,7.351315,3.618921,2.4543333,2.0367396,2.2273262,1.9758645,1.7621545,1.4156291,10.472689656979233,0.0441070975535871,-0.485150952187769,-0.6951022295027747,0.03189647094929958,0.16745089514590236,SF
56,122,230.55480854511623,27.69474485226959,3,18.629015,17.32092,16.741642,16.343641,16.11934,0.02891783,0.005417887,0.0049217376,0.005257974,0.012335172,2079597671139534848,0.07116862,7.2784246e-06,389.40363,79.47238,17.192482,114.68355,63.510254,47.44629,12.232278,5.1268573,2.888614,2.5656013,2.969893,2.6461997,2.4419904,1.9221601,10.59018616439868,0.0396694863149736,-0.5308988677157359,-0.6648776409292316,0.029051090601960795,0.15359087481562914,SF
57,123,230.42404215148625,27.41056250418217,3,20.007952,18.364025,17.514261,16.99169,16.655317,0.064224616,0.008813957,0.006628112,0.0062521435,0.013909289,2079605642598836224,0.07467868,8.067587e-06,230.12167,43.88287,14.424585,115.30239,54.733288,37.71479,14.737553,3.7873478,2.3728554,2.5639389,3.0362215,2.4502523,2.4584653,1.8928903,10.644149898714751,0.014465088912091,-0.30011920756379595,-0.48319169607336404,0.031052806993276387,0.1857905514477832,SF
