,col1,ra,dec,type,u,g,r,i,z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,specobjid,redshift,redshiftErr,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_flux_err,h_beta_flux_err,oiii_5007_flux_err,nii_6584_flux_err,sii_6717_flux_err,sii_6731_flux_err,oi_6300_flux_err,logMass,logMass_err,Log_NII_on_Halpha,Log_OIII_on_Hbeta,Log_NII_on_Halpha_err,Log_OIII_on_Hbeta_err,Category
541,959,230.19525872852407,28.935359526323648,3,19.276066,18.197786,17.790815,17.443075,17.306297,0.04019278,0.010791794,0.0100804735,0.011017935,0.04209562,2079641101848832000,0.07529998,6.7998044e-06,157.29167,47.30458,61.69101,27.666962,33.852306,25.005613,6.897492,2.5144696,1.9270649,2.2469358,1.336206,1.5357234,1.8485241,1.1525166,9.967694379416317,0.0500314072924778,-0.754744249862742,0.11531868963974937,0.05087303029315799,0.05464546775510207,SF
542,964,232.5510578550301,27.13410679068709,3,17.073694,15.281552,14.496583,14.090486,13.75654,0.013354376,0.002556661,0.0022416578,0.0022428553,0.003928726,2080728518915811328,0.0326025,1.3754305e-05,429.16153,71.36322,30.23847,190.38681,42.61369,38.737778,7.872908,8.677221,4.9570374,5.458802,7.6588955,6.219412,6.4249487,5.6926975,10.613291045803894,0.0135052195904208,-0.352983927756486,-0.3729146246935592,0.04502340084862859,0.19342771753899232,SF
543,965,231.30437542856168,27.673688140986137,3,19.51149,19.01626,18.78445,18.460985,18.465899,0.029227486,0.009808545,0.010317431,0.010592809,0.033360653,2080757655973947392,0.1770057,1.2966731e-05,765.8984,214.83505,129.32988,267.10944,112.18509,84.888695,17.352602,7.720382,3.8517911,4.803939,4.2517,2.9204335,3.3643756,1.754037,9.966778085223991,0.0250354584423888,-0.4574819254294611,-0.22040626265933178,0.018840774844241882,0.04124549887983005,SF
544,967,230.8438882135732,26.39170130956225,3,19.835836,18.260454,17.301228,16.850632,16.548832,0.06897556,0.008498641,0.0059741917,0.005654525,0.014304122,2428576340711073792,0.18660845,3.3146498e-05,140.48706,21.404955,21.102028,93.085045,26.984419,17.007519,7.8733606,6.9317064,4.8683534,4.113945,4.830125,4.5282655,4.0676847,3.523886,11.209528746415971,0.0692663048117076,-0.17875641099550754,-0.0061901241860970995,0.07160304208517411,0.29956069722971373,Comp.
545,971,229.95503855576584,29.51250013227145,3,19.247513,17.983809,17.43759,17.05506,16.795628,0.045798384,0.008138231,0.0071248906,0.0076691876,0.021662984,2078523997984679936,0.10111165,7.797791e-06,201.71057,48.446075,24.294123,60.01552,41.16541,29.46619,6.712844,3.128503,2.2499394,2.1678963,2.4336495,2.2350166,1.940786,1.5170223,10.54131028944434,0.0571952397743871,-0.5264650832650667,-0.2997573712083781,0.04341526864178501,0.10059737958556678,SF
546,972,230.903143188256,28.64309078851672,3,17.749569,15.863221,14.919457,14.474083,14.118773,0.022551756,0.0032907706,0.0025230553,0.0025761114,0.00451965,2078550111385839616,0.08404596,1.548881e-05,148.27504,43.48103,22.999292,109.034004,23.215761,15.857098,5.636256,5.066582,3.567721,4.1196632,5.3954577,4.9438653,4.71721,4.387991,11.48814356828047,0.0225553921347467,-0.13350608911159856,-0.2765853562224258,0.06013554233199249,0.19702038283662487,Comp.
547,974,231.3036388468986,28.50220973566545,3,19.090193,17.801636,17.007614,16.558104,16.287117,0.032548763,0.006461127,0.0049623293,0.0050915913,0.0106924465,2078576224786999296,0.15950927,1.2547963e-05,525.3645,108.80133,28.298721,251.38972,71.32842,57.2156,25.641272,9.220744,3.95188,4.103829,6.0797734,4.200397,3.9922948,3.5729234,11.291039127186304,0.0276069275379509,-0.3201132089902062,-0.584867396834879,0.029882099634930943,0.1494976882062509,SF
548,975,230.8189731822223,27.4225717584018,3,19.708921,18.290762,17.539232,17.117107,16.789888,0.055331025,0.008873712,0.007029953,0.0071500125,0.016256457,2079560012866283520,0.07645618,1.2405431e-05,114.569916,30.589758,15.958341,46.21553,22.159122,16.015545,4.3519363,2.78025,2.1504858,2.2676206,2.2438107,1.9811207,2.7031722,1.6162806,10.43882174494025,0.0378522498286937,-0.3942826567853389,-0.28258830033206045,0.05427780630651773,0.15853566239094366,SF
549,976,230.69867340697343,27.96076251955209,3,19.949547,18.135717,17.271973,16.861584,16.536835,0.056668144,0.007387933,0.005686794,0.0057005826,0.012815532,2079582827732559872,0.06856375,2.3394457e-05,25.136164,8.60971,15.160109,35.926823,8.77476,4.726111,1.0262023,2.5039325,2.1147492,3.1266265,3.2976565,2.8500195,2.8931458,2.5464756,10.2294182671093,0.0751038435196831,0.15511981310594863,0.24571380044822033,0.13545538292720005,0.32072747596680495,Liner
550,977,230.0950881630797,28.926195132745672,3,19.446033,18.13456,17.39718,16.995537,16.7288,0.053474728,0.011023394,0.0077389763,0.008895852,0.020952195,2079629282098833408,0.12695283,1.5022838e-05,86.53213,21.150414,7.9764447,51.29668,21.979822,20.201292,3.799701,2.9047031,1.994075,2.1548843,2.3965719,2.3149116,2.204332,1.5981702,10.856711420625166,0.0514048137510736,-0.22708813624882823,-0.4235095140962617,0.057528661350104406,0.28613475998531873,Comp.
551,981,232.3768046246868,27.62804252799576,3,18.62894,17.228779,16.436575,16.000744,15.682118,0.030842012,0.005125269,0.0042023403,0.0041006785,0.009959876,2080782120107665408,0.07534729,8.877393e-06,468.90146,83.28692,14.893699,193.4479,54.843185,49.27958,8.068502,6.179296,2.850692,2.558578,3.8856058,2.930088,3.4876416,2.3221834,10.931347717748864,0.0173662913873126,-0.3845175654465579,-0.747574229359801,0.024023233533435495,0.17516584532129267,SF
552,982,232.19732453448728,27.58974260927368,3,19.619335,18.242163,17.569391,17.186386,16.925327,0.049893837,0.0076715816,0.006626334,0.006569835,0.019765807,2080782944741386240,0.075340375,1.0893524e-05,191.83455,42.015324,8.496871,72.44635,31.131636,23.336882,4.482191,2.9986076,1.8957283,1.7123524,2.1207378,1.7683204,2.3480523,1.3958228,10.32158590892587,0.0594916979065551,-0.42291031798223666,-0.6941486921234483,0.033185181319582834,0.20651659596899188,SF
553,983,232.91288503444252,28.089572746357053,3,19.487608,18.11946,17.47394,17.115349,16.860542,0.05270725,0.008660574,0.00731914,0.008252583,0.019541169,2080807958630918144,0.07219836,1.2630313e-05,84.70284,23.79786,8.645669,31.12538,18.033772,14.272156,3.2776847,2.173642,1.7049906,1.6447337,1.7263707,1.6079675,1.4645942,1.2779703,10.205469478579545,0.0684971609010106,-0.43478330972546064,-0.4397393007693401,0.061113897170234716,0.2032816089744362,SF
554,984,229.46593410211852,25.78410754707348,3,18.011086,16.692759,16.202873,15.939162,15.801931,0.03464572,0.0053900983,0.0050882907,0.0060129673,0.017181773,2428569468763400192,0.031619057,1.0837331e-05,177.36145,55.018394,19.591518,51.29899,43.740417,29.694696,11.0311,2.9100246,2.6318433,2.3408864,1.8378209,1.912664,1.7820897,2.018911,9.56267218383486,0.0060813889971621,-0.5387504160596217,-0.4484398215542884,0.039404045563064725,0.1287044852111444,SF
555,985,230.5262626190841,29.06637478036185,3,19.417946,18.195774,17.606848,17.244768,17.025902,0.038151123,0.0077780946,0.006539858,0.0071314755,0.016677199,2078557807967234048,0.11635934,6.429549e-06,365.32346,90.84862,19.524918,128.30574,53.110626,39.04597,11.344789,4.7133756,2.7185745,2.2521985,2.8421626,2.1958199,2.0833304,1.6994712,10.573787767047763,0.0529756115172761,-0.45443147642920134,-0.6677291160958447,0.02563489634484974,0.11916825232387837,SF
556,986,231.1623277626888,28.306225658034062,3,19.09281,17.774323,17.17062,16.819374,16.553747,0.03584699,0.005929566,0.005376596,0.0055025243,0.015347088,2078564405037000704,0.078487255,7.293509e-06,246.10948,56.668125,20.238642,95.56468,43.597607,32.453133,10.165294,3.7135072,2.4857893,2.4071877,2.5941699,3.207003,2.3109994,1.8415487,10.51655491206,0.0693003352211578,-0.4108309329088906,-0.44715747494902314,0.03105739953510974,0.1267713271886813,SF
557,989,231.99420477507107,27.725710878018496,3,19.250744,18.176846,17.877146,17.65722,17.64917,0.040493138,0.0075580655,0.008225774,0.009710304,0.04046226,2079544344825587712,0.06837045,6.4113947e-06,204.26045,63.05944,106.42486,31.18652,49.210205,30.808575,10.233407,3.1312816,2.3657894,3.0801098,1.5346596,1.8863502,1.723673,1.393118,9.414949219406571,0.0321904181799602,-0.8162173683691788,0.22729297787049063,0.05154160123620145,0.047382801721510735,SF
558,991,230.51459008115967,27.38493263678444,3,18.376263,17.023636,16.3991,16.010712,15.724597,0.026738392,0.00474258,0.004151082,0.0042403527,0.009691871,2079593822848837632,0.077533014,9.395211e-06,424.05707,85.103,14.180425,193.59412,65.553185,47.368507,9.305766,5.5678735,3.0587597,2.649875,3.8387375,3.2834117,2.9866438,2.233074,10.726519517792124,0.0724782958033616,-0.34053214586347286,-0.7782556226079326,0.02378188686165492,0.1902936148619085,SF
559,992,229.78397776109216,28.27386015092372,3,18.590456,16.748777,15.853037,15.430102,15.103495,0.030939773,0.004291587,0.003359524,0.0033547278,0.007049531,2079622410151159808,0.08379147,1.8919414e-05,57.376896,19.726694,21.057467,46.393196,25.405928,9.075957,14.176254,5.0328865,4.0392294,4.099454,4.4178376,4.9734573,4.222838,3.952785,10.989613131656956,0.0487870443056808,-0.09228275805488825,0.028351820899452335,0.12946864109401834,0.28253589406711566,Comp.
560,993,229.7910696638289,28.031435309845133,3,19.610956,17.698723,16.803152,16.399645,16.087906,0.044750918,0.005854341,0.0045284405,0.004551539,0.008734925,2079623784540694528,0.060340893,1.7593891e-05,58.033955,19.843357,14.878651,31.461687,31.892508,18.359766,6.3100486,3.720512,3.1983676,3.2358701,3.2781327,3.3065553,3.1267695,2.7745247,10.297810036725345,0.0419556223320893,-0.26590016251923854,-0.1250515889099992,0.12233753829313769,0.2707001612332527,Comp.
561,994,230.7487061750344,29.06990698627796,3,19.26213,18.21416,17.842512,17.586542,17.51164,0.046523023,0.00879994,0.009223296,0.010636192,0.032952335,2079663641837201408,0.07526747,6.815717e-06,252.25256,74.62091,97.522026,48.13891,51.40613,35.91043,9.638883,3.4417028,2.4667337,2.9028015,1.7047982,1.8724058,2.3313968,1.356854,9.660828161648016,0.0524032110138228,-0.7193393299898653,0.11624217413575426,0.03795150629873292,0.044483114856435545,SF
562,996,230.8110547472051,28.52473341010361,3,18.434448,16.406912,15.438059,14.9805155,14.652816,0.043154933,0.004240776,0.0032404254,0.0031717313,0.007331521,2079670238906968064,0.08539274,1.1083078e-05,253.47481,63.980556,362.47775,536.3583,160.76283,131.69781,51.890614,6.2573404,4.1979656,6.398096,7.031223,5.61879,5.5972505,4.367075,11.283939434183882,0.0964157663466535,0.32552019941258564,0.7532333435486973,0.02795105353396015,0.06794588234199417,Liner
563,998,232.36576818583825,28.309398338949705,3,17.325836,15.840908,15.153118,14.738261,14.413286,0.015832875,0.003125568,0.0027261723,0.0028234299,0.005020708,2079711470593009664,0.07360428,9.822848e-06,371.23227,59.736683,16.138937,129.60631,34.65476,21.45004,10.842981,5.804688,3.34578,3.2580879,4.277252,3.4437237,3.4360487,3.0240388,11.357873208605588,0.0376015922507484,-0.4570195749108412,-0.5683661775770443,0.03651872230232388,0.20950298793052236,SF
564,999,231.80042423437493,28.179142282670814,3,19.204718,17.975582,17.40898,16.977606,16.7959,0.062013853,0.013287529,0.008625354,0.007893343,0.03010263,2080751608659994624,0.07415078,7.945209e-06,201.18793,48.35024,18.645096,66.994705,41.566124,25.12319,5.6265154,3.218509,2.1692758,1.9178102,2.0331903,1.8588266,1.8535453,1.4152545,10.405597659781696,0.0354488400040049,-0.47756144313408594,-0.41383401036551215,0.034306757682447786,0.11221790124902639,SF
565,1002,231.99921932765943,27.951882520169185,3,18.603561,17.226843,16.486433,16.055182,15.749628,0.028083935,0.0043466287,0.0037262863,0.003638976,0.007964413,2080766177189062656,0.07330595,1.1984544e-05,833.50653,169.78752,53.230938,353.18027,92.4228,75.60394,19.609941,8.709328,4.2577143,3.7846806,5.7142777,4.1797934,4.4313107,3.3738534,10.928975382006454,0.0071341562082065,-0.37291257236855024,-0.5037416457705546,0.019260271342645855,0.07539195923307884,SF
566,1004,230.5129449491174,29.09360015788813,3,19.270168,17.88892,17.269333,16.903973,16.664148,0.04368828,0.0076727225,0.0062284586,0.0068599265,0.016887533,2079649073308133376,0.07834119,1.0251067e-05,157.63287,35.410233,10.427254,57.831272,33.100006,20.446167,4.520924,3.2289937,2.1944625,1.9688153,2.2043,3.1043215,1.9633186,1.5594581,10.26967109792395,0.085013577996266,-0.4354840380429164,-0.5309588316793863,0.04327168695030513,0.19872458344268815,SF
567,1005,230.593455782804,28.92267514164489,3,20.248938,18.595608,17.85778,17.446768,17.193495,0.0757815,0.010045587,0.007950432,0.00860482,0.02096745,2079649623063947264,0.07448875,9.693067e-06,134.07283,31.78475,9.849315,51.97362,21.62808,15.956868,2.01618,2.6028633,1.8503674,1.683205,1.8296112,1.5314579,1.5786594,1.2183717,10.047460323068758,0.1060404026660694,-0.4115578097353416,-0.5088127726346868,0.0402010575084686,0.1805391174140377,SF
568,1006,230.453041051546,28.86244772291518,3,18.96335,17.679419,17.04496,16.678057,16.454596,0.03582306,0.008352468,0.006196689,0.0067731966,0.020841535,2079651272331388928,0.073124364,1.3338697e-05,110.50912,28.095415,13.752353,49.788437,21.440788,14.401528,4.3836985,3.4512866,1.8869134,1.8618882,1.8777039,1.6258688,1.6090989,1.3310566,10.448308798829933,0.0466510574749998,-0.346269627819213,-0.31025844004446934,0.04896612777350787,0.1511297278892207,SF
569,1008,230.900646786258,28.75516854564388,3,19.867819,17.963137,17.050968,16.595243,16.251225,0.052341055,0.0068142405,0.0049393405,0.0051010046,0.010079506,2079661992569759744,0.07147554,2.3294102e-05,34.87044,12.448776,25.992315,36.729847,19.180372,9.443546,6.731681,3.1589894,2.7286808,3.3907442,3.394583,3.2113454,3.0306609,2.8389795,10.48816676804013,0.0821946876156471,0.022561691875893797,0.3197183091396833,0.12941581695492405,0.25507471505367124,Liner
570,1009,231.37622429140328,28.770453126237648,3,18.482603,17.320362,16.704903,16.320738,16.089525,0.021161167,0.005001584,0.004306202,0.004558774,0.009215785,2079694428162779136,0.06528955,8.9793e-06,765.94556,174.37114,38.5336,301.0022,109.58614,74.39103,13.325441,7.846241,3.5844777,2.7045834,4.349781,3.1595576,2.9008846,2.166196,10.546343907541347,0.0254486373496409,-0.40562823318383684,-0.655635022028852,0.017713496206471096,0.07313605181007281,SF
571,1010,231.8260432471785,26.67450388051266,3,17.599588,15.60772,14.668231,14.221393,13.852868,0.015066186,0.002731074,0.0022961928,0.002316726,0.0034183855,2080744461834414080,0.033333868,1.0018162e-05,177.07266,38.01309,40.05054,224.87141,87.15348,70.02579,34.35991,9.296414,5.7519917,6.3676677,9.737628,8.661478,8.603937,7.591814,10.964132036599768,0.0068409392391874,0.10378273169266458,0.02267520216092845,0.06805488180572392,0.21948720335185648,Liner
572,1012,228.4951385575261,27.900513419188314,3,18.954607,17.955309,17.496748,17.165375,16.98362,0.028388903,0.006866996,0.0062773586,0.00686486,0.019381821,2425358075159406592,0.090080276,6.4907113e-06,372.75638,93.253555,53.04318,105.73031,66.298965,46.12925,9.507051,4.3712926,2.5576568,2.4673421,2.2881691,2.319861,2.2346907,1.8588251,10.236774901251584,0.0346400701538161,-0.5472255799036422,-0.24503584428077477,0.024614597310047198,0.05399952083132521,SF
573,1016,230.1059606593003,25.75780399224104,3,19.213861,17.55815,16.762812,16.373125,16.053133,0.0548707,0.0063995267,0.0049863067,0.005038303,0.010991623,2431996365639804928,0.03589779,2.1490936e-05,65.287605,18.376768,6.824648,24.502903,5.818248,5.3238873,2.5700374,2.2435496,2.0900326,2.0432649,2.096937,1.7258985,1.8829687,1.6919292,9.844751264488131,0.1087777437236131,-0.42561319652716445,-0.43018887619911483,0.09222081010717213,0.3202691942707706,SF
574,1018,231.7500331779657,26.11274612564168,3,18.851181,17.21689,16.343567,15.873095,15.546054,0.046017103,0.00552526,0.0043296074,0.0045473063,0.009911993,2432108790703745024,0.06822271,1.0494196e-05,205.88486,24.802567,9.002756,128.44853,36.179897,23.703238,14.910303,4.4181476,2.7952633,2.8580818,3.7553308,3.04708,3.0189557,2.5691395,10.936343717643352,0.0202426850051977,-0.20489527295941146,-0.4401211517786443,0.036266377804126775,0.3368782949519352,Comp.
575,1020,230.34858303431503,28.56092208176185,3,16.68989,14.976845,14.222045,13.849527,13.58075,0.011858943,0.0022435314,0.0020462703,0.0020673678,0.0037936987,2078538291635841024,0.031700406,9.2996215e-06,100.71235,28.364895,35.528755,78.2387,51.08612,30.933313,23.166183,6.7752724,4.5171537,5.053051,6.4367723,6.2240295,6.070052,5.7041507,10.715039455888084,0.0093849808761109,-0.10966110413716143,0.09779880894174675,0.10627433105309013,0.2135153378827997,Comp.
576,1021,230.6596831070088,28.61968474799922,3,19.10903,17.325245,16.350643,15.89908,15.529769,0.03947573,0.0050640325,0.0038886836,0.0037813326,0.007931782,2078543514316072960,0.08628422,1.6705082e-05,114.962685,22.928513,17.358465,68.591965,14.697138,1.4900556,3.568729,4.9034386,3.570201,3.6288483,4.3682604,3.9415612,4.0944705,3.3943198,11.160804206014529,0.0265180867850571,-0.2242836538060359,-0.12086457191436055,0.07664838203825979,0.2606703107868071,Comp.
577,1023,231.2384889510857,28.581102655240297,3,19.900808,19.000147,18.560457,18.203892,18.105568,0.042255614,0.010316071,0.009661151,0.010793785,0.029907929,2078564130159093760,0.1600644,6.7526767e-06,448.54337,116.844444,78.92584,131.87141,80.85692,57.895916,13.237405,6.055949,2.930965,2.8910007,3.0942078,3.501264,2.4362817,1.6449164,10.213312285513236,0.046204253513231,-0.5316537918832842,-0.17038885360049266,0.0270709818005393,0.04439517608613126,SF
578,1024,231.6872371548519,27.91201102626168,3,19.580637,17.621078,16.758804,16.239016,15.85501,0.062819995,0.006583049,0.004994279,0.004669637,0.011130346,2079558638476748800,0.067831,1.1714534e-05,184.62263,34.50482,12.072087,78.32759,38.49775,21.116816,8.518835,3.690132,2.419334,2.3054855,2.7841725,2.4969258,2.3691256,2.0123506,10.816484608945476,0.0065219733074489,-0.3723701690362764,-0.45609740956808215,0.04077941916419734,0.20344107512242982,SF
579,1027,230.74267829016537,28.08481483676835,3,19.303482,17.94135,17.450825,17.175945,17.009354,0.059629735,0.008621278,0.008316124,0.0096089365,0.03198236,2079585576511629312,0.06375599,1.0385092e-05,91.163284,24.200745,14.399985,23.715956,21.570671,14.600791,1.9860381,2.290158,1.620269,1.6277499,1.4651718,1.4895979,1.3577341,1.0929902,9.710858389401638,0.0548914138106516,-0.5847793255684238,-0.22546669587917473,0.06669226431863576,0.13137778383339682,SF
580,1029,229.9603845398224,27.96945925703848,3,19.086939,17.727522,17.151327,16.793137,16.567595,0.044556472,0.008623616,0.007503727,0.008155326,0.025543317,2079611140156975104,0.07299291,1.1166934e-05,116.07546,29.449097,8.917744,37.497593,22.612198,18.344568,3.2921193,2.4641283,1.9027392,1.8127595,1.7304447,1.5890583,1.5153255,1.3054675,10.208333747291665,0.0896970565071908,-0.4907370225063794,-0.5188169815385851,0.050796740048287235,0.21329686985523783,SF
581,1030,229.57019823980949,28.74290002796733,3,19.116156,17.45446,16.70144,16.309128,16.02505,0.040164933,0.0054818997,0.004560301,0.0046042786,0.011500175,2079635329412786176,0.047056686,1.7546796e-05,45.23913,10.988606,41.156116,48.03581,23.530838,18.32082,10.974044,2.9919422,2.2391841,3.1456034,2.975066,2.653342,2.7460597,2.5330591,10.0822322268376,0.0974458168111182,0.026050873999202893,0.5734917807317363,0.0906082404363986,0.2176355705420037,Seyfert
582,1031,230.1813759349282,29.13317735790101,3,18.32106,17.225115,16.773252,16.464426,16.31633,0.025853897,0.005332586,0.00513293,0.005976164,0.01563528,2079636978680227840,0.07541557,9.000898e-06,249.33723,65.16999,17.386335,83.5573,46.343964,35.886284,6.827771,3.868063,2.3540606,2.0971854,2.2309859,2.036768,2.4517748,1.5093229,10.44396341658663,0.0375319423813654,-0.47480273228454356,-0.5738396109970659,0.030879746802750102,0.12591507521316367,SF
583,1033,230.6054518042181,28.25560437312682,3,18.218735,17.114561,16.601334,16.269045,16.123022,0.022294994,0.004548906,0.00431346,0.004441313,0.013757254,2079668864517433344,0.07152837,8.811261e-06,369.03668,83.71334,18.479113,125.20678,56.980156,39.007843,6.679734,4.70901,2.7348528,2.2683434,2.8286905,2.3768413,2.1382875,1.7517086,10.511536976469545,0.0204367841813678,-0.46944168779205236,-0.6561135485937762,0.025946675031099826,0.127024689867606,SF
584,1034,231.7300543815864,28.776385288010545,3,18.71791,17.416597,16.760248,16.36296,16.07246,0.031174408,0.005931615,0.0049674413,0.0054320972,0.01401341,2079691404505802752,0.06759747,9.648631e-06,222.56052,45.43856,10.424885,84.45443,30.67967,25.009815,3.983598,3.751894,2.3373804,2.160103,2.6585267,2.212525,2.1899717,1.7621298,10.66548018730917,0.0340691374487409,-0.42082569222571176,-0.6393532867906713,0.03570860134304152,0.2134961765108818,SF
585,1035,232.06663213993664,28.372604649308187,3,19.7791,17.9222,17.137136,16.711987,16.436646,0.05576298,0.007001336,0.0054223677,0.005688681,0.01209804,2079708172058126336,0.06561421,1.276195e-05,128.45662,17.940691,38.826424,162.21867,62.128128,41.75258,32.195107,3.3713636,2.3693652,3.1800869,3.6687152,3.0339646,2.9568949,2.6336715,10.184254609029114,0.085030639450375,0.10134434587673743,0.33528822667229474,0.03464513373988607,0.1554028301914734,Liner
586,1036,232.8861347673186,26.978675667960925,3,19.968077,18.558096,17.638306,17.18046,16.802294,0.0704169,0.010331503,0.0073610903,0.0074049393,0.019907072,2080717798677440512,0.14561222,2.4464023e-05,63.618828,10.048828,37.12687,45.65463,6.7010436,7.6158485,4.2415004,3.0492811,2.3128676,3.0081599,2.5092661,2.240218,3.2974567,1.878926,11.15874362277354,0.0440614747540949,-0.14410083670988486,0.5675729246279317,0.07292560398933519,0.24400783862127967,Seyfert
587,1037,231.50973741726528,27.85270418542976,3,18.734175,17.50536,16.943146,16.633085,16.422712,0.038737647,0.006720877,0.006329301,0.006696625,0.022332788,2080769475723945984,0.0669339,9.567635e-06,152.12248,35.74241,15.16359,45.413948,31.49584,20.972061,5.360934,2.6856327,1.906594,1.83935,1.7471391,1.6831228,1.5938381,1.355854,10.157019154256966,0.0833669076459164,-0.5250041386053442,-0.37238179902601026,0.042328813121869494,0.13251124572079817,SF
588,1040,231.45075543965064,28.385866881000748,3,19.714844,18.167086,17.383743,16.946653,16.643797,0.046648163,0.0075826473,0.005770337,0.0059899697,0.013007891,2078575400153278464,0.07360179,8.937667e-06,215.13908,32.96705,14.694138,117.72566,36.27465,32.270855,9.114966,3.5094693,2.2711208,2.3232253,2.774176,2.220376,2.2098622,1.8421965,10.52550265867326,0.0447947780498462,-0.2618481732311496,-0.35093597257976816,0.02866002757195958,0.17246244535963068,Comp.
589,1041,231.8171133499253,26.86789033097392,3,18.285517,17.205984,16.741749,16.480776,16.326912,0.02278756,0.005185851,0.0045104343,0.0048162844,0.014983203,2079538847267448832,0.03359676,7.431187e-06,437.66046,123.212326,60.784855,127.71179,86.38176,61.844784,15.342682,5.521934,3.8723402,3.3986447,3.2048852,3.1347044,2.8663428,2.2901495,9.554817776316922,0.0421981475896881,-0.534906320499138,-0.30685877121242794,0.028087889307820746,0.06414015771665053,SF
590,1042,230.8998079495773,27.50828686286059,3,19.277771,18.078802,17.58339,17.276396,17.104197,0.05365513,0.011015702,0.008695851,0.009989629,0.029401412,2079563311401166848,0.06761617,9.5248715e-06,125.9182,31.291012,21.987717,33.66549,31.188198,21.060728,5.1581817,2.6067634,2.0229223,2.0110292,1.6905081,1.7655215,1.6939346,1.3641651,9.858203017052457,0.0720888859441297,-0.5729035668314701,-0.1532394705298729,0.054314889758126546,0.11200291661760835,SF
591,1043,230.87613353929004,28.13366723565968,3,17.998901,16.755823,16.068216,15.7075,15.393009,0.021802269,0.004247763,0.0036876649,0.0037304182,0.008578563,2079580903587211264,0.05442125,1.1501168e-05,258.23264,66.26514,40.283882,138.23557,45.898346,42.808575,9.052676,4.6290708,3.0670316,3.2117639,3.6925554,2.9925578,2.9905581,2.57698,10.676225902738032,0.0227677002834184,-0.27139132757027407,-0.21615380469326428,0.032169457984567565,0.09218908058628189,Comp.
592,1044,230.4814275786054,27.44422646238666,3,19.560654,18.345383,17.71992,17.277004,17.05347,0.043523047,0.008122781,0.0068905344,0.006974659,0.017218955,2079592448459302912,0.1061823,7.0321676e-06,306.71436,63.434357,20.858898,99.019035,54.77368,37.95421,14.915969,4.2515774,2.5216568,2.286349,3.1842666,2.6461203,2.3510444,1.9465102,10.68660547901663,0.0368529779755011,-0.49101542005203436,-0.483033181604345,0.03501844280162481,0.11659608055002638,SF
593,1046,231.731163525122,28.378586841615896,3,18.782095,17.31466,16.577608,16.14354,15.842368,0.03190722,0.0055736955,0.004426518,0.0046017263,0.009447085,2079685906947663872,0.06523466,8.984718e-06,461.92096,90.47709,14.638084,231.77118,64.087395,53.258087,10.915668,5.6134624,2.9458642,2.625938,3.9718907,2.859587,2.8251722,2.258322,10.645232845917832,0.0256148092108601,-0.29950823725776365,-0.7910543889898383,0.021008628629712544,0.18232161768176455,SF
594,1048,232.59201949813016,27.35174913657741,3,19.581425,17.887785,17.135992,16.762634,16.478085,0.046045795,0.0065477663,0.005321307,0.0054693674,0.0125049995,2080728793793718272,0.03179192,1.7110666e-05,57.5555,20.43039,28.079573,29.054798,22.248451,17.854822,5.221911,2.199834,1.9899229,2.388765,1.9743178,2.140924,2.0116565,1.8920656,9.551912463434324,0.0400182972339021,-0.2968689706975722,0.1381138422355897,0.07796320536128308,0.1293209540278167,Comp.
595,1049,232.64931288287573,26.73571195481514,3,18.369808,16.973284,16.273314,15.90691,15.594683,0.03441862,0.0061991387,0.0059491224,0.0064971396,0.013538049,2080732092328601600,0.023721183,1.5787768e-05,98.94485,22.468763,17.14836,28.761436,33.850506,23.008863,8.418302,2.4348788,2.0135446,2.048969,1.7665919,2.2080219,2.1256974,1.6856159,9.827038285620588,0.0543060424456414,-0.5365826287592691,-0.11735657114582002,0.06616847741956998,0.14935704063727429,SF
596,1051,232.39045625708584,28.00694712026123,3,20.528229,18.501055,17.68429,17.227415,16.917267,0.09061682,0.009009506,0.006757752,0.0071765026,0.016351718,2080775523037898752,0.07308552,1.0718778e-05,149.74658,29.228138,6.6271234,57.59884,28.299047,19.662659,4.6496415,2.5861807,1.5783657,1.5512911,1.8553567,1.6096951,1.5482854,1.258346,10.294854727934965,0.1056212298002667,-0.41494317537633396,-0.644476091765937,0.03654941706817273,0.2402303272920658,SF
597,1052,232.3170635914521,27.86095565546769,3,18.968294,17.843344,17.360752,17.053188,16.944952,0.045738906,0.0076488783,0.009427324,0.009154744,0.038905174,2080780195962316800,0.0746546,8.611602e-06,139.85435,37.924202,7.3337154,43.98506,25.067568,18.602972,2.5940213,2.4964166,1.896295,1.5110894,1.6079826,1.4078107,1.522448,1.1819094,10.060505660809213,0.0620966138914033,-0.502370790392851,-0.7135923988869003,0.04068261864545339,0.21202724627350955,SF
598,1053,232.35612757524632,27.446052324590788,3,19.263348,17.427736,16.502789,16.005701,15.595908,0.053848818,0.0061340057,0.0047861505,0.0047293473,0.009828325,2080783769375107072,0.085578024,1.8555414e-05,77.60168,17.090544,9.389973,43.543,10.740388,6.9486814,1.794225,2.5931828,1.9242303,2.0440407,2.4507177,2.3037932,2.3390925,1.9335965,11.184482635253666,0.0067780366498007,-0.25095277590645193,-0.2600915432427664,0.06545540791899462,0.24507677105626655,Comp.
